# multimodal LLM TEST · model=sonnet(vision) · display-image only · 920 posts · 917 with image
Post_ID;Post_Format;image_ok;MANUAL_Empathy;MANUAL_Threat;MANUAL_Efficacy;MANUAL_Collective_ID;MANUAL_Normative;MANUAL_Moral;MANUAL_Economic;MANUAL_Scientific;MANUAL_Youth_Addressed;MANUAL_Interactivity;MANUAL_Emotional_Valence;MANUAL_Story_Structure;MANUAL_Primary_CTA;MANUAL_Primary_Topic;MANUAL_Language;MANUAL_Youth_Style;MANUAL_Protagonist;MANUAL_Onscreen_Text;MANUAL_Data_Visual
DVtwG76oLp5;Image;yes;1;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;1;1;0
DVqcuKHmK2G;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Volunteer;Community;English;0;1;0;0
DRKInR5DE1a;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DUDf5d4DUm_;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;Event;Climate;English;0;0;1;0
DVjdARTD6tT;Video;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;Learn;HWC;English;0;1;1;0
DVyJnZlDMPe;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DVmCpq8jAER;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;;;;
DWWv0b4kmFB;Carousel;yes;0;1;1;0;0;0;0;1;0;0;Mixed;Problem-Solution;Learn;Wildlife;English;0;1;1;0
DReQDwTDOOM;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Neutral;Problem-Solution;Learn;Community;English;0;0;0;0
DSvNTG6DxNi;Image;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DVrBQE7jEWE;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DVwVD1GjiEL;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Volunteer;Ecotourism;English;0;0;0;0
DVy5ucnCAYI;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DS0W5kkD2zk;Carousel;yes;0;0;1;1;0;0;0;0;1;0;Hope;Solution;None;Education;English;0;1;0;0
DVthvBkjAAF;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DU-ncR0jTOc;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;Volunteer;Climate;English;0;0;1;0
DS8FQVIjdpH;Image;yes;0;0;1;1;0;0;0;1;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DTGYcjdjeVp;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DS-qEVPADma;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTBO21Djf01;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DTgIY48D2Bx;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DTYZ__3jMEy;Image;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DTOG1rZj1Wf;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;0;0
DT8Hxp4DMQV;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;Solution;None;Research;English;0;1;0;0
DTTQcXSDwcQ;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTlR_2oEp9y;Video;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DU59lkXjDeX;Video;yes;0;0;1;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DUlV2iNCOB0;Video;yes;0;0;1;0;0;1;0;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;0;0
DUGbxzVDE1m;Video;yes;1;0;1;0;0;1;0;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;1;0
DSGA6a6gTQ3;Image;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;Learn;Research;English;0;1;0;0
DVJlhV9DD_m;Video;yes;0;0;0;1;0;0;0;0;0;0;Hope;Solution;Volunteer;Community;English;0;0;0;0
DWOuG89jwy0;Carousel;yes;0;0;1;0;0;0;0;1;1;0;Hope;Solution;Learn;Education;English;0;0;0;0
DVWk_muDRUJ;Carousel;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;;;;
DVCCqirFE2-;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Event;Ecotourism;English;0;1;0;0
DVBDGWRjKFU;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Volunteer;Ecotourism;English;0;0;0;0
DVeTYKBDDi-;Carousel;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DRwcckvjYNV;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;Donate;Fundraising;English;0;1;0;0
DR5IqOsiJb_;Video;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DVZeWt7AodX;Carousel;yes;1;1;1;1;0;1;0;1;0;0;Hope;Problem-Solution;None;Anti-poaching;English;0;1;0;0
DV99gHxDCdy;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Education;English;0;1;1;0
DVZJxG8gdBv;Carousel;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DVHILyij3Ej;Carousel;yes;0;0;0;0;0;1;0;0;0;0;Hope;Solution;None;Education;English;0;1;0;0
DRz_BrsjG0U;Carousel;yes;0;0;1;1;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;0;1;1
DSiVUl0gTF5;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Hope;Problem-Solution;Learn;Research;English;0;1;1;0
DSQTzsPDRJ6;Image;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;Learn;Research;English;0;1;1;0
DSdLvtCiO9N;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DVT5VGnDVSk;Carousel;yes;1;0;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DSqDr_mAgXH;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Problem-Solution;Donate;Wildlife;English;0;1;0;0
DSLMZorAZyc;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DVv5Vyeje89;Video;yes;0;0;1;0;0;0;1;0;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DR-SMDzDZx2;Carousel;yes;0;0;1;1;0;0;0;0;1;0;Hope;Solution;Learn;Education;English;0;1;0;0
DSYCJfoj4ik;Image;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;1;0
DVavhOlDFHe;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Volunteer;Wildlife;English;0;1;0;0
DRsQo-BARQL;Image;yes;1;0;0;0;0;0;0;0;0;0;Hope;Problem-Solution;Donate;Wildlife;English;0;1;0;0
DXtaDoijIT_;Carousel;yes;1;1;0;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DVO3p9GDGew;Video;yes;0;0;1;0;0;0;0;1;0;0;Neutral;Solution;None;Wildlife;English;0;1;0;0
DWAqKGpkuSD;Carousel;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;Learn;Research;English;0;1;0;0
DWFHDlUj2ZX;Video;yes;0;1;1;0;0;0;0;1;0;0;Neutral;Problem-Solution;Learn;Policy;English;0;1;0;0
DV7XJOljNi_;Video;yes;0;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;Learn;Wildlife;English;0;1;0;0
DWCI-u-Ee46;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Education;English;0;1;1;0
DXJ6PfWFpCF;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Ecotourism;English;0;0;1;0
DXUHBZnltwo;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;Solution;None;Ecotourism;English;0;0;1;0
DWHfqggD7KW;Carousel;yes;0;1;1;1;0;0;1;1;0;0;Mixed;Problem-Solution;Learn;Wildlife;English;0;1;0;0
DXMYTYjlr_q;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Ecotourism;English;0;1;0;0
DXQx2jFFrjg;Carousel;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DXG8IUMDeZj;Video;yes;0;0;0;1;0;0;1;0;0;0;Hope;Solution;Learn;Ecotourism;English;0;0;0;0
DXEcMZZDgY7;Carousel;yes;0;0;1;0;0;1;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DXO2QOUln2I;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;Solution;Learn;Ecotourism;English;0;1;0;0
DW9CcE-D6SX;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DXWQDv-iRp8;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DXJnfgRDJCq;Carousel;yes;0;1;1;1;0;1;0;1;0;0;Hope;Problem-Solution;Volunteer;Community;English;0;0;0;0
DWgtt_SgXiB;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DWWoOTkjmc6;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DW0itq8DiiZ;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DWnsHF-DQxD;Video;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DUtRbGeCDvW;Video;yes;1;1;1;0;0;1;0;0;0;0;Mixed;Problem-Solution;Event;Wildlife;English;0;1;1;0
DXWUuVLiluH;Image;yes;0;1;1;1;0;0;0;1;0;0;Neutral;Problem-Solution;Learn;Anti-poaching;English;0;0;1;1
DXLyjUAjZ73;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;Event;Community;English;0;0;1;0
DWELR2UDkdM;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Ecotourism;English;0;0;0;0
DXPE5MbDHp0;Carousel;yes;0;0;1;0;0;1;1;1;0;0;Hope;Problem-Solution;Volunteer;Community;English;0;1;0;0
DWatI5sjiv8;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DXbe6nYCnwx;Image;yes;0;1;1;1;0;1;0;0;0;0;Mixed;Problem-Solution;None;Climate;English;0;0;1;0
DWlb0sNDFI2;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DW3daffjCif;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Event;Ecotourism;English;0;1;0;0
DXoz26sjP1a;Carousel;yes;0;0;1;0;0;0;1;0;0;0;Hope;Solution;Donate;Fundraising;English;0;1;0;0
DWtKKg3jMKm;Carousel;yes;0;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;Volunteer;HWC;English;0;1;0;0
DXWhPTbE16s;Image;yes;0;1;1;0;0;1;1;1;0;0;Mixed;Problem-Solution;None;Policy;English;0;0;1;0
DUi-O5xmKYK;Carousel;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;Learn;Wildlife;English;0;1;0;0
DWODCFVDkCp;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DXTqzuxjCXj;Carousel;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DXgjOMjoc5M;Video;yes;0;0;1;1;0;0;0;0;0;1;Hope;Solution;None;Community;English;0;1;0;0
DUqspAglZWX;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;Learn;Wildlife;English;0;1;0;0
DV_Pa2ujuyN;Carousel;yes;0;0;0;0;0;0;1;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DW3IxVCjip9;Image;yes;0;0;1;0;0;1;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DU0pr3KjK2K;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;1;1;0;0
DUv9CdXiIPB;Carousel;yes;1;0;0;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DUk1QjjDDWR;Video;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DUoHy9SjDWf;Carousel;yes;1;1;1;0;0;0;0;1;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DXbqi4PDIfu;Carousel;yes;0;0;1;0;0;0;1;0;0;0;Hope;None;Donate;Fundraising;English;0;1;0;0
DWp8LUSDnGz;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DWyTxceDHN1;Carousel;yes;1;0;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;0;0
DU81AbnCf5j;Carousel;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;1;0;0
DU_MJCCghr8;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;1;0
DU0kTVJiYGd;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;Solution;None;Education;English;0;0;0;0
DU8KNrLDLWc;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Volunteer;Ecotourism;English;0;1;0;0
DRDKx7WjEV0;Image;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DVZ3LZRElaC;Carousel;yes;0;0;0;0;0;0;0;0;0;1;Hope;None;Learn;Wildlife;English;0;1;1;0
DVXZSXLDLb0;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Community;English;0;1;0;0
DVoFl_YDezG;Video;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DVghGJuDbWD;Video;yes;1;0;0;0;0;0;0;0;0;1;Hope;None;Learn;Education;English;0;1;1;0
DVeHLEsEZn4;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Wildlife;English;0;1;1;0
DVteIrHkpr9;Carousel;yes;1;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;Donate;Wildlife;English;0;1;0;0
DQ2L-kBgaVr;Carousel;yes;0;0;1;1;0;0;0;1;0;0;Hope;Solution;Learn;Research;English;0;1;0;0
DQ96W0vD9A5;Carousel;yes;0;0;1;1;0;0;0;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;0;0
DVqtQN1Deaf;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Ecotourism;English;0;1;0;0
DVe15yLj6YW;Carousel;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;Donate;Wildlife;English;0;1;0;0
DRVFd6ziFlp;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DRaPEBQjOK7;Image;yes;0;0;1;0;0;0;0;0;1;0;Hope;Solution;None;Education;English;0;1;0;0
DRIGtULDGKm;Carousel;yes;0;1;1;0;0;0;0;1;0;0;Mixed;Problem-Solution;Learn;Wildlife;English;0;1;0;0
DXWaGU2DI8-;Carousel;yes;1;1;1;1;0;1;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DVRbbXIiHaN;Video;yes;1;1;0;0;0;0;0;0;0;0;Hope;Problem-Solution;Learn;Wildlife;English;0;1;1;0
DV8V_PjFMlT;Video;yes;1;0;0;0;0;1;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DVgPtlCDbl3;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DVSdPEfDGlm;Video;yes;0;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;Learn;Community;English;0;1;0;0
DVTW8GMjZim;Image;yes;0;0;0;0;0;1;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DQpT_FHjeeA;Carousel;yes;0;1;0;0;0;0;0;1;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DVmWaukkpqC;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DVo7FqKjnUw;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DQr4xc2jBxf;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;1;0;0
DVbLx5hjV9r;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DV8bdWGGfP1;Carousel;yes;0;0;1;0;0;0;1;0;0;0;Hope;Problem-Solution;Learn;HWC;English;0;1;0;0
DVdps8pDG1E;Carousel;yes;0;0;1;1;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;1;0;0
DV3ir46kge2;Carousel;yes;0;1;1;0;0;0;0;1;0;0;Mixed;Problem-Solution;None;HWC;English;0;1;0;0
DVHpOKMj7dH;Video;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Learn;Wildlife;English;0;1;0;0
DWRTGNGlQCt;Video;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DVLlSpkFEpk;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DWGywKJiuW1;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Neutral;Problem-Solution;None;Research;English;0;1;0;0
DWgSNwADO1W;Image;yes;1;1;1;1;0;0;0;1;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DUtUiVNjyqn;Carousel;yes;0;0;1;0;0;0;1;1;0;0;Hope;Problem-Solution;Donate;HWC;English;0;1;0;0
DVnOjbSjT6J;Carousel;yes;0;0;0;1;0;1;0;0;0;0;Hope;None;None;Community;English;0;1;0;0
DVyb81qEv7Z;Carousel;yes;0;0;1;1;0;0;0;1;0;0;Hope;Solution;Volunteer;Wildlife;English;0;1;0;0
DWQ_vNvDHIN;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Education;English;0;1;0;0
DVGseIDDyuy;Carousel;yes;0;1;1;0;0;0;0;1;1;0;Hope;Problem-Solution;Learn;Education;English;0;0;0;0
DWMOLvjI0E1;Video;yes;0;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;Learn;HWC;English;0;1;0;0
DViwwfADNh2;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DVPx65yjFAk;Video;yes;1;1;1;0;0;0;0;1;0;0;Mixed;Problem-Solution;Donate;Wildlife;English;0;1;0;0
DWHAQoDDCFJ;Video;yes;0;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DU--e3nDTLy;Video;yes;1;1;1;0;0;1;0;1;0;0;Hope;Problem-Solution;Donate;Wildlife;English;0;1;0;0
DWYj25RjKBe;Carousel;yes;1;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DUwbUUNj_NO;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;Donate;Wildlife;English;0;1;0;0
DWOp8pRgrY-;Carousel;yes;0;0;0;0;0;1;0;0;0;1;Neutral;Problem-Solution;Share;Community;English;0;0;0;0
DVKnOCFkeoh;Carousel;yes;0;1;1;1;0;0;0;1;0;0;Hope;Problem-Solution;Learn;Research;English;0;1;0;0
DWI1jSjCECU;Video;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;1;0
DVRh1txjwyW;Video;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Learn;HWC;English;0;1;0;0
DWlx5zxDR9z;Video;yes;0;0;0;0;0;1;0;0;0;0;Hope;Problem-Solution;Learn;Policy;English;0;0;1;0
DWW2_T3iBZt;Video;yes;0;0;1;1;0;0;1;0;0;0;Neutral;Problem-Solution;None;Policy;English;0;1;1;0
DXJDgC_j8QH;Carousel;yes;0;0;1;1;0;0;0;1;0;0;Hope;Solution;None;Policy;English;0;0;0;0
DXG_Rg6gKjW;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;1;0
DXGuQgdClUM;Image;yes;0;0;1;1;0;0;0;1;1;0;Hope;Solution;None;Education;English;0;0;0;0
DRh9fYtF7oD;Carousel;yes;0;1;1;0;0;0;0;1;0;0;Mixed;Problem-Solution;None;Research;English;0;1;0;0
DWIr7PTE4-T;Image;yes;0;1;1;0;0;0;1;0;0;0;Hope;Problem-Solution;None;Community;English;0;0;1;0
DQkKY5FCLco;Image;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;Learn;Wildlife;English;0;0;1;0
DRnHDGCDVEp;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DXhaLKmlu0M;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DVDHgPFCJDL;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DV3ClNUjpXi;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DWOMpv0ipjl;Carousel;yes;0;0;0;1;0;0;0;1;0;0;Hope;None;None;Research;English;0;0;1;0
DRjkb12glvq;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DU5pU_UjQsQ;Video;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DWYWQYjjZtc;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Education;English;0;1;0;0
DWa67ppjZEz;Image;yes;0;0;0;1;0;0;0;1;0;0;Hope;None;None;Research;English;0;0;0;0
DWipTbxDK8S;Image;yes;0;0;0;0;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;1;0;0
DWgIriWDQxg;Carousel;yes;0;1;0;0;0;1;0;1;0;0;Distress;Problem;None;Anti-poaching;English;0;0;0;0
DWlOT-GDX6g;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;Learn;Research;English;0;0;0;0
DVgC6V2ioa5;Image;yes;1;1;0;0;0;1;0;1;0;0;Distress;Problem;None;Research;English;0;0;0;0
DVTDeXjjmMZ;Image;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;0;0
DU50x96jR1d;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;0;0;0
DVyESaDDdiT;Carousel;yes;0;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Research;English;0;0;0;0
DVI864ZjNsa;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DVLjRgJDs5J;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;0;0
DR1lAl1DNyj;Carousel;yes;0;1;1;1;0;1;0;0;0;1;Hope;Problem-Solution;Share;Wildlife;English;0;1;0;0
DVtYmYXDoF9;Carousel;yes;0;0;0;0;0;0;0;0;1;0;Hope;None;None;Education;English;0;1;0;0
DRoh4CgjIdg;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;Share;Community;English;0;0;1;0
DV1DmH0CkLB;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DSSZ_zZjCkl;Image;yes;0;0;1;0;0;0;1;0;0;0;Hope;None;Learn;Community;English;0;0;1;0
DSVAuMcDEaR;Carousel;yes;0;0;1;0;0;0;1;1;0;0;Hope;Solution;Learn;Community;English;0;1;0;0
DVOUUsFiHNk;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;Learn;Research;English;0;0;0;0
DVYvl7RiVL5;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Neutral;Solution;None;Research;English;0;0;0;0
DRZpsCYDKQo;Carousel;yes;0;0;1;1;0;0;1;0;1;0;Hope;Problem-Solution;Learn;Climate;English;0;1;0;0
DU0iQhODA9h;Video;yes;1;1;1;1;0;0;0;1;0;0;Mixed;Problem-Solution;None;HWC;English;0;1;0;0
DRjpDiHjHFV;Carousel;yes;0;0;1;0;0;0;1;0;0;0;Hope;Problem-Solution;Learn;Community;English;0;1;0;0
DVlOuZXjkcq;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;Problem-Solution;None;Research;English;0;1;0;0
DVOGgyQDCdJ;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;Problem;None;Research;English;0;1;0;0
DUi1DKFEswt;Carousel;yes;1;0;1;0;0;0;0;0;0;0;Hope;Solution;Learn;Wildlife;English;0;1;0;0
DVTacFEDDjq;Carousel;yes;0;1;1;1;0;0;1;0;0;0;Hope;Problem-Solution;Learn;Fundraising;English;0;0;0;0
DRbhlL9jFj-;Carousel;yes;0;0;1;0;0;0;1;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;0;0
DUamruyjIvp;Carousel;yes;1;1;1;1;0;0;0;1;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DU8Q-V6Eh8X;Carousel;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DVakVfSCFgS;Image;yes;0;0;1;1;0;1;1;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DUq4ZLtj73l;Video;yes;1;0;0;1;0;0;0;1;0;0;Hope;None;Learn;Research;English;0;1;0;0
DVOQ3h4DCqP;Image;yes;0;1;1;0;0;1;0;0;0;0;Hope;Problem-Solution;Volunteer;HWC;English;0;0;0;0
DVIvSh2jPbB;Carousel;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;Volunteer;Wildlife;English;0;1;0;0
DU-1O9BCJ5U;Video;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Research;English;0;1;1;0
DU_BedZDHK_;Carousel;yes;0;1;1;0;0;0;1;0;0;0;Mixed;Problem-Solution;Learn;HWC;English;0;1;0;0
DUlJ-T9DMsS;Carousel;yes;0;0;1;0;0;1;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;0;0;0
DVan0V-iFrF;Carousel;yes;0;1;1;0;0;0;1;0;0;0;Mixed;Problem-Solution;None;Climate;English;0;0;0;0
DU-z_9ziHyK;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Research;English;0;0;0;0
DUVa739DPUG;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Wildlife;English;;;;
DTe7EkljNLD;Image;yes;0;0;0;0;0;0;1;1;0;0;Neutral;None;Learn;Climate;English;0;0;1;0
DWB8QHqjWrn;Video;yes;0;0;1;1;0;0;1;1;0;0;Hope;Problem-Solution;None;Research;English;0;0;0;0
